HEA Phase Dataset v1d,,,,,,,,,,,,,,,,
Alloy_ID,Alloy,Num_of_Elem,VEC,Atom.Size.Diff,Elect.Diff,dHmix,dSmix,,Sythesis_Route Hot-Cold_Working Homog_Temp,,Homog_Time,Anneal_Temp,Anneal_Time,Quench_Proc,Phases,References
Alloy 0315,Ti35Zr25Nb25Ta15,4,4.4,4.7179,0.1014,2.36,11.18,AC,-,-,-,-,-,-,BCC_SS,10.1016/j.msea.2018.11.054
Alloy 0316,Ti30Zr25Nb25Ta20,4,4.45,4.7803,0.1009,2.44,11.44,AC,-,-,-,-,-,-,BCC_SS,10.1016/j.msea.2018.11.054
Alloy 0317,Ti25Zr25Nb25Ta25,4,4.5,4.8397,0.1003,2.5,11.53,AC,-,-,-,-,-,-,BCC_SS,10.1016/j.msea.2018.11.054
Alloy 0318,MoNbTaTiV,5,5,3.34,0.24,-2.56,13.38,PM,-,1500,10,-,-,-,BCC_SS,0.1016/j.jmst.2019.07.013
Alloy 0319,MoNbTaTiV,5,5,3.34,0.24,-2.56,13.38,PM,-,1600,10,-,-,-,BCC_SS,0.1016/j.jmst.2019.07.013
Alloy 0320,MoNbTaTiV,5,5,3.34,0.24,-2.56,13.38,PM,-,1700,10,-,-,-,Im,0.1016/j.jmst.2019.07.013
Alloy 0321,AlCoCrFeNi,5,7.2,5.25,0.12,-12.32,13.38,AC,-,-,-,-,-,-,BCC_SS,10.1016/j.matdes.2013.12.048
Alloy 0322,AlCoCrFeNiV0.2,6,7.12,5.6807,0.1216,-13.0769,14.22,AC,-,-,-,-,-,-,BCC_SS,10.1016/j.matdes.2013.12.048
Alloy 0323,AlCoCrFeNiV0.5,6,7,5.5433,0.1226,-13.9504,14.7,AC,-,-,-,-,-,-,BCC_SS,10.1016/j.matdes.2013.12.048
Alloy 0324,AlCoCrFeNiV0.8,6,6.9,5.4152,0.123,-14.5779,14.87,AC,-,-,-,-,-,-,BCC_SS,10.1016/j.matdes.2013.12.048
Alloy 0325,AlCoCrFeNiV1.0,6,6.83,5.3344,0.1231,-14.8889,14.9,AC,-,-,-,-,-,-,BCC_SS,10.1016/j.matdes.2013.12.048
Alloy 0326,Al2CoCrFeNi,5,6.5,6.678,0.1266,-15.4444,12.98,AC,-,-,-,-,-,-,Im,10.1016/j.jallcom.2019.07.100
Alloy 0327,Al1.8CoCrFeNiTi0.2,6,6.53,6.7924,0.1298,-17.2,13.88,AC,-,-,-,-,-,-,Im,10.1016/j.jallcom.2019.07.100
Alloy 0328,Al1.5CoCrFeNiTi0.5,6,6.58,6.9584,0.1343,-19.3333,14.53,AC,-,-,-,-,-,-,Im,10.1016/j.jallcom.2019.07.100
Alloy 0329,Al1.2CoCrFeNiTi0.8,6,6.63,7.1178,0.1386,-20.8667,14.84,AC,-,-,-,-,-,-,BCC_SS,10.1016/j.jallcom.2019.07.100
Alloy 0330,AlCoCrFeNiTi,6,6.67,6.58,0.14,-21.56,14.9,AC,-,-,-,-,-,-,Im,10.1016/j.jallcom.2019.07.100
Alloy 0331,Al0.8CoCrFeNiTi1.2,6,6.7,7.3212,0.144,-21.9778,14.84,AC,-,-,-,-,-,-,Im,10.1016/j.jallcom.2019.07.100
Alloy 0332,HfNbTiZr,4,4.25,4.12,0.13,2.5,11.53,AC,-,-,-,-,-,-,BCC_SS,10.1016/j.mtcomm.2018.06.004
Alloy 0333,Al0.5HfNbTiZr,5,4.11,4.9579,0.1331,-10.963,13.15,AC,-,-,-,-,-,-,BCC_SS,10.1016/j.mtcomm.2018.06.004
Alloy 0334,Al0.75HfNbTiZr,5,4.05,4.9698,0.1338,-15.6454,13.33,AC,-,-,-,-,-,-,BCC_SS,10.1016/j.mtcomm.2018.06.004
Alloy 0335,AlHfNbTiZr,5,4,4.9683,0.134,-19.36,13.38,AC,-,-,-,-,-,-,BCC_SS,10.1016/j.mtcomm.2018.06.004
Alloy 0336,Al1.25HfNbTiZr,5,3.95,4.9567,0.1338,-22.3129,13.35,AC,-,-,-,-,-,-,BCC_SS,10.1016/j.mtcomm.2018.06.004
Alloy 0337,Al1.5HfNbTiZr,5,3.91,4.9375,0.1334,-24.6612,13.25,AC,-,-,-,-,-,-,BCC_SS,10.1016/j.mtcomm.2018.06.004
Alloy 0338,Al0.5Cr0.9FeNi2.5V0.2,5,8.02,4.4447,0.1189,-10.9973,11.06,PM,-,-,-,-,-,-,Im,10.1016/j.jallcom.2019.152196
HEA Phase Dataset v1d,,,,,,,,,,,,,,,,
Alloy 0339,Al0.5Cr0.9FeNi2.5V0.2,5,8.02,4.4447,0.1189,-10.9973,11.06,AC,-,-,-,-,-,-,FCC_SS,10.1016/j.jallcom.2019.152196
Alloy 0340,Al0.5Cr0.9FeNi2.5V0.2,5,8.02,4.4447,0.1189,-10.9973,11.06,AC,CW,1200,1440,600,60,AQ,Im,10.1016/j.jallcom.2019.152196
Alloy 0341,Fe22Co20Ni19Cr20Mn12Al7,6,7.71,4.346,0.1302,-7.5184,14.41,AC,HW,1100,0,900,60,AQ,Im,10.1016/j.msea.2019.138555
Alloy 0345,Fe40Mn40Co10Cr10,4,7.5,4.045,0.1383,-0.96,9.92,AC,HW,1200,120,-,-,WQ,FCC_SS,10.1016/j.actamat.2015.04.014
Alloy 0346,FeMnNiCoCr,5,8,3.2695,0.1384,-4.16,13.38,AC,CW,1200,2880,1000,60,-,FCC_SS,10.1016/j.actamat.2013.06.018
Alloy 0347,FeMnNiCoCr,5,8,3.2695,0.1384,-4.16,13.38,AC,CW,1200,2880,1000,60,-,FCC_SS,10.1016/j.actamat.2013.06.018
Alloy 0351,CoCrFeMnNi,5,8,0.92,0.14,-4.16,13.38,AC,HW,1200,120,-,-,WQ,FCC_SS,10.1016/j.actamat.2017.07.023
Alloy 0352,Al5Nb24Ti40V5Zr26,5,4.24,5.2891,0.1093,-6.8576,11.3,AC,CW,-,-,-,-,-,BCC_SS,10.1016/j.intermet.2019.106652
Alloy 0353,Al5Nb24Ti40V5Zr26,5,4.24,5.2891,0.1093,-6.8576,11.3,AC,CW,-,-,800,60,-,Im,10.1016/j.intermet.2019.106652
Alloy 0354,Fe50Mn30Co10Cr10,4,7.6,3.8332,0.1321,-0.92,9.71,AC,-,-,-,-,-,-,Im,10.1038/nature17981
Alloy 0355,Fe37Mn45Co9Cr9,4,7.46,4.0921,0.1393,-0.882,9.65,AC,-,-,-,-,-,-,FCC_SS,10.1038/nature17981
Alloy 0356,Fe50Mn30Co10Cr10,4,7.6,3.8332,0.1321,-0.92,9.71,PM,-,900,5,-,-,-,FCC_SS,10.1007/s00339-017-1151-7
Alloy 0357,CoFeNi2V0.5Mo0.2,5,8.66,2.4622,0.1036,-6.8266,11.6,AC,-,-,-,-,-,-,FCC_SS,10.1016/j.scriptamat.2019.02.038
Alloy 0359,Al10Co25Cr8Fe15Ni36Ti6,6,8.07,5.6555,0.1224,-13.9748,13.3,AC,-,1220,1200,950,6000,-,Im,10.3390/e21020169
Alloy 0360,Al10Co25Cr8Fe15Ni36Ti6,6,8.07,5.6555,0.1224,-13.9748,13.3,AC,-,1220,1200,950,6000,-,Im,10.3390/e21020169
Alloy 0361,CoCrFeNiTi0.2,5,8.05,3.6584,0.1116,-7.3469,12.57,AC,-,1200,30,-,-,-,FCC_SS,10.3390/e21040389
Alloy 0362,Al0.3CoCrCu0.3FeNi,6,8.09,3.6472,0.1065,-4.3837,13.99,AC,-,1100,360,-,-,WQ,FCC_SS,10.3390/e20120967
Alloy 0363,Al0.3CoCrCu0.3FeNi,6,8.09,3.6472,0.1065,-4.3837,13.99,AC,-,1100,360,900,300,WQ,FCC_SS,10.3390/e20120967
Alloy 0364,CrCoFeNiMn,5,8,0.92,0.14,-4.16,13.38,AC,CW,1200,2880,900,120,-,FCC_SS,10.1016/j.ijplas.2019.07.017
Alloy 0365,CrCoFeNiMn,5,8,0.92,0.14,-4.16,13.38,AC,CW,1200,2880,900,120,-,FCC_SS,10.1016/j.ijplas.2019.07.017
Alloy 0366,CrCoFeNiMn,5,8,0.92,0.14,-4.16,13.38,AC,CW,1200,2880,900,120,-,FCC_SS,10.1016/j.ijplas.2019.07.017
Alloy 0367,CrCoFeNiMn,5,8,0.92,0.14,-4.16,13.38,AC,CW,1200,2880,900,120,-,FCC_SS,10.1016/j.ijplas.2019.07.017
Alloy 0368,TiZrHfCr0.2Mo,5,4.57,7.2547,0.3381,-4.4444,12.57,AC,-,-,-,-,-,-,BCC_SS,10.1016/j.msec.2019.110322
Alloy 0369,Cr26Mn20Fe20Co20Ni14,5,7.76,3.2621,0.1355,-3.7232,13.23,AC,HW,-,-,1000,480,-,FCC_SS,10.1016/j.mtla.2019.100485
Alloy 0370,Ti1.89CrNbV0.56,4,4.8,6.3194,0.0488,-4.0897,10.77,AC,-,-,-,-,-,-,BCC_SS,10.1016/j.matchar.2019.109980
Alloy 0371,Ti1.89CrNbV0.56,4,4.8,6.3194,0.0488,-4.0897,10.77,AC,CW,-,-,-,-,-,Im,10.1016/j.matchar.2019.109980
Alloy 0372,HfNbTaTiZr,5,4.4,4.01,0.12,2.72,13.38,AC,-,-,-,-,-,-,BCC_SS,10.1016/j.matlet.2019.07.027
Alloy 0373,HfNbTaTiZrW,6,4.67,5.7209,0.3545,-3.2222,14.9,AC,-,-,-,-,-,-,BCC_SS,10.1016/j.jallcom.2019.06.138
Alloy 0374,HfNbTaTiZrMoW,7,4.86,6.0241,0.3813,-2.9388,16.18,AC,-,-,-,-,-,-,BCC_SS,10.1016/j.jallcom.2019.06.138
Alloy 0377,Al0.5CoCrFeNi,5,7.67,4.22,0.11,-9.09,13.15,AC,-,-,-,-,-,-,FCC_PLUS_BCC,10.1007/s12598-016-0860-y
Alloy 0378,Al0.5CoCrFeNi,5,7.67,4.22,0.11,-9.09,13.15,AC,-,-,-,450,10,WQ,FCC_PLUS_BCC,10.1007/s12598-016-0860-y
Alloy 0379,Al0.5CoCrFeNi,5,7.67,4.22,0.11,-9.09,13.15,AC,-,-,-,650,10,WQ,FCC_PLUS_BCC,10.1007/s12598-016-0860-y
Alloy 0380,Al0.5CoCrFeNi,5,7.67,4.22,0.11,-9.09,13.15,AC,-,-,-,850,10,WQ,FCC_PLUS_BCC,10.1007/s12598-016-0860-y
Alloy 0381,Ni46Co22Al12Cr8Fe8Ti3Mo1,7,8.24,5.4578,0.1181,-13.0317,12.47,PM,-,-,-,-,-,-,Im,10.1016/j.matchemphys.2019.121749
Alloy 0382,Ni45(FeCoCr)40(AlTi)15,6,8.09,5.6317,0.1291,-14.6367,12.92,AC,-,-,-,-,-,-,Im,10.1016/j.scriptamat.2017.12.001
Alloy 0383,Ni45(FeCoCr)40(AlTi)15,6,8.09,5.6317,0.1291,-14.6367,12.92,AC,-,-,-,-,-,-,Im,10.1016/j.scriptamat.2017.12.001
Alloy 0384,Ti2ZrHf0.5V,4,4.22,6.9566,0.1231,-1.7778,10.58,AC,-,-,-,-,-,-,BCC_SS,10.1007/s40195-019-00921-3
Alloy 0385,Ti2ZrHf0.5VNb0.25,5,4.26,6.8158,0.1225,-1.0194,11.74,AC,-,-,-,-,-,-,BCC_SS,10.1007/s40195-019-00921-3
Alloy 0386,Ti2ZrHf0.5VNb0.5,4,4.3,6.6825,0.1216,-0.4,12.23,AC,-,-,-,-,-,-,BCC_SS,10.1007/s40195-019-00921-3
Alloy 0387,Ti2ZrHf0.5VNb0.75,5,4.33,6.5562,0.1207,0.1088,12.48,AC,-,-,-,-,-,-,BCC_SS,10.1007/s40195-019-00921-3
Alloy 0388,Ti2ZrHf0.5VNb,5,4.36,6.4362,0.1196,0.5289,12.6,AC,-,-,-,-,-,-,BCC_SS,10.1007/s40195-019-00921-3
Alloy 0389,ZrTiHfCuNiFe,6,6.83,10.9241,0.2576,-24.7778,14.9,AC,-,-,-,-,-,-,BCC_SS,10.1016/j.intermet.2019.106515
Alloy 0390,AlCrFeCoNi,5,7.2,5.78,0.12,-12.32,13.38,AC,-,-,-,-,-,-,BCC_SS,10.1016/j.intermet.2019.106515
Alloy 0391,AlCoCrCuFeNi,6,7.83,4.82,0.12,-4.78,14.9,AC,-,-,-,-,-,-,BCC_SS,10.1016/j.intermet.2019.106515
Alloy 0392,AlCoCrFeMo0.05Ni2,6,7.65,5.4225,0.1244,-11.9445,13.27,AC,HW,1250,120,1200,0,-,Im,10.1016/j.msea.2019.05.058
Alloy 0393,FeCoNiCrMn,5,8,3.2695,0.1384,-4.16,13.38,AC,CW,1200,600,800,60,-,FCC_SS,10.1016/j.jallcom.2019.04.035
Alloy 0395,HfNbTiZr,4,4.25,4.12,0.13,2.5,11.53,AC,-,-,-,-,-,-,BCC_SS,10.3390/met9050485
Alloy 0398,CoCrFeNiMo0.2,5,8.14,2.51,0.12,-4.04,12.57,AC,CW,1200,60,-,-,WQ,FCC_SS,10.3390/e21090833
Alloy 0399,CoCrFeNiMo0.2,5,8.14,2.51,0.12,-4.04,12.57,AC,CW,1200,60,600,72,WQ,FCC_SS,10.3390/e21090833
Alloy 0400,CoCrFeNiMo0.2,5,8.14,2.51,0.12,-4.04,12.57,AC,CW,1200,60,700,72,WQ,FCC_SS,10.3390/e21090833
Alloy 0401,CoCrFeNiMo0.2,5,8.14,2.51,0.12,-4.04,12.57,AC,CW,1200,60,800,72,WQ,FCC_SS,10.3390/e21090833
Alloy 0402,CoCrFeNiMo0.2,5,8.14,2.51,0.12,-4.04,12.57,AC,CW,1200,60,900,72,WQ,Im,10.3390/e21090833
Alloy 0403,CoCrFeNiMo0.2,5,8.14,2.51,0.12,-4.04,12.57,AC,CW,1200,60,1000,72,WQ,Im,10.3390/e21090833
Alloy 0404,Ti40Zr10Ni40Co5Cu5,5,7,9.261,0.2126,-34.1,10.5,AC,-,900,1440,950,720,FC,Im,10.1007/s12540-019-00383-3
Alloy 0405,Ti30Zr20Ni30Co10Cu10,5,7,10.2093,0.2347,-33.2,12.51,AC,-,900,1440,950,720,FC,Im,10.1007/s12540-019-00383-3
Alloy 0406,Ti25Zr25Ni16.67Co16.67Cu16.67,5,7,10.4775,0.2426,-29.722,13.21,AC,-,900,1440,950,720,FC,Im,10.1007/s12540-019-00383-3
Alloy 0407,Ti30Zr10Hf10Ni30Co10Cu10,6,7,9.9613,0.2393,-31.88,13.66,AC,-,900,1440,950,720,FC,Im,10.1007/s12540-019-00383-3
Alloy 0408,Ti20Zr15Hf15Ni20Co15Cu15,6,7,10.6102,0.2588,-30.38,14.82,AC,-,900,1440,950,720,FC,Im,10.1007/s12540-019-00383-3
Alloy 0409,CoCuHfNiTiZr,6,6.4,10.21,0.26,-23.52,13.38,AC,-,900,1440,950,720,FC,Im,10.1007/s12540-019-00383-3
Alloy 0410,CrFeMnV,4,6.5,3.5454,0.1021,-2.25,11.53,AC,-,-,-,-,-,-,BCC_SS,10.1016/j.jmst.2018.02.026
Alloy 0411,CrMn0.3FeVCu0.06,5,6.48,3.0819,0.0983,2.1868,11.39,AC,-,-,-,-,-,-,FCC_PLUS_BCC,10.1016/j.jmst.2018.02.026
Alloy 0412,CrMn0.5FeVCu0.10,5,6.56,3.249,0.1032,2.3765,11.98,AC,-,-,-,-,-,-,FCC_PLUS_BCC,10.1016/j.jmst.2018.02.026
Alloy 0413,CrMn0.7FeVCu0.14,5,6.63,3.3616,0.1069,2.5206,12.32,AC,-,-,-,-,-,-,FCC_PLUS_BCC,10.1016/j.jmst.2018.02.026
Alloy 0414,CrMnFeVCu0.20,5,6.71,3.4661,0.1112,2.6757,12.57,AC,-,-,-,-,-,-,FCC_PLUS_BCC,10.1016/j.jmst.2018.02.026
Alloy 0415,NbMoTaWVTi,6,5.17,3.5756,0.3341,-4.2222,14.9,PM,-,-,-,-,-,-,FCC_PLUS_BCC,10.3390/ma11050669
Alloy 0416,CoCrCuFeNi,5,8.8,1.07,0.09,3.2,13.38,AC,-,-,-,-,-,-,FCC_SS,10.1016/j.jmst.2017.11.007
Alloy 0417,(CoCrCuFeNi)96Nb4,6,8.65,2.9164,0.1015,-14.2479,14.24,AC,-,-,-,-,-,-,FCC_SS,10.1016/j.jmst.2017.11.007
Alloy 0418,(CoCrCuFeNi)92Nb8,6,8.5,3.8937,0.1092,-15.3853,14.63,AC,-,-,-,-,-,-,Im,10.1016/j.jmst.2017.11.007
Alloy 0419,(CoCrCuFeNi)88Nb12,6,8.34,4.5889,0.1156,-16.3722,14.83,AC,-,-,-,-,-,-,Im,10.1016/j.jmst.2017.11.007
Alloy 0420,(CoCrCuFeNi)84Nb16,6,8.19,5.1207,0.121,-17.2086,14.9,AC,-,-,-,-,-,-,Im,10.1016/j.jmst.2017.11.007
Alloy 0421,Co28.2Cr5.92Mo0.62Mn0.50Si0.13N0.04C,7,8.28,6.6289,0.1551,-8.8986,6.18,AC,HW,1200,-,-,-,-,FCC_SS,10.1016/j.jmbbm.2018.10.038
Alloy 0422,Co28.2Cr5.92Mo0.62Mn0.50Si0.13N0.04C,7,8.28,6.6289,0.1551,-8.8986,6.18,AC,HW,-,-,1200,15,WQ,FCC_SS,10.1016/j.jmbbm.2018.10.038
Alloy 0426,Co–33Cr–9W–0.35N–0.01C,5,7.73,3.5964,0.202,-4.3813,7.66,AC,-,-,-,-,-,-,FCC_SS,10.1016/j.actbio.2015.12.011
Alloy 0427,Co–33Cr–9W–0.35N–0.06C,5,7.72,3.6991,0.2026,-4.4774,7.69,AC,-,-,-,-,-,-,FCC_SS,10.1016/j.actbio.2015.12.011
Alloy 0428,Co–33Cr–9W–0.35N–0.1C,5,7.72,3.7793,0.2031,-4.5542,7.71,AC,-,-,-,-,-,-,FCC_SS,10.1016/j.actbio.2015.12.011
Alloy 0429,Co–33Cr–9W–0.35N–0.25C,5,7.71,4.0658,0.2049,-4.8418,7.78,AC,-,-,-,-,-,-,FCC_SS,10.1016/j.actbio.2015.12.011
Alloy 0430,Co–33Cr–9W–0.35N–0.31C,5,7.71,4.1749,0.2056,-4.9567,7.81,AC,-,-,-,-,-,-,FCC_SS,10.1016/j.actbio.2015.12.011
Alloy 0431,Co–33Cr–9W–0.35N–0.01C,5,7.73,3.5964,0.202,-4.3813,7.66,AC,-,-,-,-,-,-,FCC_SS,10.1016/j.actbio.2015.12.011
Alloy 0432,Co–33Cr–9W–0.35N–0.06C,5,7.72,3.6991,0.2026,-4.4774,7.69,AC,-,-,-,-,-,-,FCC_SS,10.1016/j.actbio.2015.12.011
Alloy 0433,Co–33Cr–9W–0.35N–0.1C,5,7.72,3.7793,0.2031,-4.5542,7.71,AC,-,-,-,-,-,-,FCC_SS,10.1016/j.actbio.2015.12.011
Alloy 0434,Co–33Cr–9W–0.35N–0.25C,5,7.71,4.0658,0.2049,-4.8418,7.78,AC,-,-,-,-,-,-,FCC_SS,10.1016/j.actbio.2015.12.011
Alloy 0435,Co–33Cr–9W–0.35N–0.31C,5,7.71,4.1749,0.2056,-4.9567,7.81,AC,-,-,-,-,-,-,FCC_SS,10.1016/j.actbio.2015.12.011
Alloy 0437,MoNbTaTiZr,5,4.8,5.4625,0.2817,-1.76,13.38,AC,-,-,-,-,-,-,BCC_SS,10.1016/j.msec.2016.12.057
Alloy 0442,Al40Cu15Cr15Fe15Si15,5,5.55,8.0279,0.1289,-15.87,12.51,AC,-,-,-,-,-,-,Im,10.1016/j.jmrt.2018.06.010
HEA Phase Dataset v1d,,,,,,,,,,,,,,,,
Alloy 0443,Al60Cu10Fe10Cr5Mn5Ni5Mg5,7,4.95,6.7911,0.1414,-7.91,11.36,AC,-,-,-,-,-,-,Im,10.1016/j.jmrt.2018.06.010
Alloy 0444,Al65Cu5Cr5Si15Mn5Ti5,6,7.38,5.9756,0.1539,-10.9333,13.28,AC,-,-,-,-,-,-,Im,10.1016/j.jmrt.2018.06.010
Alloy 0445,Al80Mg14Zn2.7Cu2.7Si0.60,5,3.33,4.8116,0.1201,-1.4751,5.65,AC,-,-,-,-,-,-,Im,10.1007/s11665-018-3720-0
Alloy 0446,Al85Mg10.5Zn2.025Cu2.025Si0.45,4,3.25,4.1515,0.1033,-1.097,4.56,AC,-,-,-,-,-,-,Im,10.1007/s11665-018-3720-0
Alloy 0447,Al90Mg7.1Zn1.35Cu1.35Si0.3,4,3.16,3.4874,0.0868,-0.7691,3.47,AC,-,-,-,-,-,-,Im,10.1007/s11665-018-3720-0
Alloy 0448,Al0.5NbTiVZr,5,4.33,5.76,0.11,-10.86,13.15,AC,-,1200,1440,-,-,AQ,Im,10.1179/1743284715Y.0000000032
Alloy 0449,Al26.6Nb23.8Ti25.1V24.5,4,4.22,3.9208,0.0335,-16.9883,11.52,AC,-,1200,1440,-,-,AQ,BCC_SS,10.4236/msa.2018.913074
Alloy 0451,AlLiMgZnSn,5,4.4,5.16,0.33,-6.08,13.38,AC,-,-,-,-,-,-,Im,10.1007/s11837-014-1059-z
Alloy 0452,Al80Li5Mg5Zn5Sn5,5,3.35,3.36,0.17,-0.53,6.47,AC,-,-,-,-,-,-,Im,10.1007/s11837-014-1059-z
Alloy 0453,Al80Li5Mg5Zn5Cu5,5,3.7,3.85,0.17,-1.14,6.47,AC,-,-,-,-,-,-,Im,10.1007/s11837-014-1059-z
Alloy 0461,Al0.7Co0.3CrFeNi,5,7.2,5.54,0.12,-11.4,12.8,PM,-,1000,8,-,-,-,Im,10.1016/j.matdes.2013.04.061
Alloy 0466,CrMnFeCoNi,5,8,0.92,0.14,-4.16,13.38,AC,HW,-,-,1400,480,-,FCC_SS,10.1016/j.mtla.2019.100485
Alloy 0467,CrMnFeCoNi,5,8,0.92,0.14,-4.16,13.38,AC,HW,-,-,950,480,-,FCC_SS,10.1016/j.mtla.2019.100485
Alloy 0468,AlCrFeMnNi,5,6.8,5.8277,0.136,-12.48,13.38,AC,-,-,-,-,-,-,BCC_SS,10.1016/j.msea.2017.02.072
Alloy 0469,AlCrFeMnNi,5,6.8,5.8277,0.136,-12.48,13.38,AC,-,-,-,400,240,-,FCC_PLUS_BCC,10.1016/j.msea.2017.02.072
Alloy 0470,AlCrFeMnNi,5,6.8,5.8277,0.136,-12.48,13.38,AC,-,-,-,830,240,-,FCC_PLUS_BCC,10.1016/j.msea.2017.02.072
Alloy 0471,AlCrFeMnNi,5,6.8,5.8277,0.136,-12.48,13.38,AC,-,-,-,1040,240,-,Im,10.1016/j.msea.2017.02.072
Alloy 0472,AlCrFeMnNi,5,6.8,5.8277,0.136,-12.48,13.38,AC,-,-,-,1200,240,-,Im,10.1016/j.msea.2017.02.072
Alloy 0473,Al0.5CoCrFeNi,5,7.67,4.22,0.11,-9.09,13.15,AC,-,-,-,-,-,-,FCC_PLUS_BCC,10.1016/j.msea.2016.06.040
Alloy 0474,Al0.5CoCrFeNi,5,7.67,4.22,0.11,-9.09,13.15,AC,-,-,-,650,30,WQ,FCC_PLUS_BCC,10.1016/j.msea.2016.06.040
Alloy 0475,Al0.5CoCrFeNi,5,7.67,4.22,0.11,-9.09,13.15,AC,-,-,-,650,60,WQ,FCC_PLUS_BCC,10.1016/j.msea.2016.06.040
Alloy 0476,Al0.5CoCrFeNi,5,7.67,4.22,0.11,-9.09,13.15,AC,-,-,-,650,120,WQ,Im,10.1016/j.msea.2016.06.040
Alloy 0477,Al0.5CoCrFeNi,5,7.67,4.22,0.11,-9.09,13.15,AC,-,-,-,650,240,WQ,Im,10.1016/j.msea.2016.06.040
Alloy 0478,Al0.5CoCrFeNi,5,7.67,4.22,0.11,-9.09,13.15,AC,-,-,-,650,480,WQ,Im,10.1016/j.msea.2016.06.040
Alloy 0479,Al0.5CoCrFeNi,5,7.67,4.22,0.11,-9.09,13.15,AC,-,-,-,-,-,-,FCC_PLUS_BCC,10.1016/j.msea.2018.05.054
Alloy 0480,Al0.5CoCrFeNi,5,7.67,4.22,0.11,-9.09,13.15,AC,CW,-,-,-,-,-,FCC_PLUS_BCC,10.1016/j.msea.2018.05.054
Alloy 0481,Al8Co17Cr17Cu8Fe17Ni33,6,8.33,3.9854,0.1081,-5.1292,13.92,AC,-,-,-,-,-,-,FCC_SS,10.1007/s11837-013-0756-3
Alloy 0482,Al8Co17Cr17Cu8Fe17Ni33,6,8.33,3.9854,0.1081,-5.1292,13.92,AC,-,-,-,-,-,-,FCC_SS,10.1007/s11837-013-0756-3
Alloy 0483,Al0.5CoCrFeMnNi,6,8.08,4.4259,0.1389,-2.6509,16.01,AC,CW,1200,360,1000,15,WQ,FCC_PLUS_BCC,10.1016/j.msea.2018.05.041
Alloy 0484,Al0.5CoCrFeMnNi,6,8.08,4.4259,0.1389,-2.6509,16.01,AC,CW,1200,360,1100,10,WQ,Im,10.1016/j.msea.2018.05.041
Alloy 0485,Al0.5CoCrFeMnNi,6,8.08,4.4259,0.1389,-2.6509,16.01,AC,CW,1200,360,1200,5,WQ,FCC_SS,10.1016/j.msea.2018.05.041
Alloy 0486,CoCrFeNi,4,8.25,1.03,0.1,-3.75,11.53,AC,-,-,-,-,-,-,FCC_SS,10.3390/met9111172
Alloy 0487,CoCrFeNiV0.25,5,8.06,1.335,0.1039,-5.5917,12.71,AC,-,-,-,-,-,-,FCC_SS,10.3390/met9111172
Alloy 0488,CoCrFeNiV0.5,5,7.89,1.7578,0.109,-7.0123,13.15,AC,-,-,-,-,-,-,Im,10.3390/met9111172
Alloy 0489,CoCrFeNiV0.7,5,7.77,1.9807,0.112,-7.9131,13.31,AC,-,-,-,-,-,-,Im,10.3390/met9111172
Alloy 0490,CoCrFeNiV0.8,5,7.71,2.0692,0.1132,-8.2986,13.35,AC,-,-,-,-,-,-,Im,10.3390/met9111172
Alloy 0491,CoCrFeNiV0.9,5,7.65,2.1461,0.1142,-8.6464,13.37,AC,-,-,-,-,-,-,Im,10.3390/met9111172
Alloy 0492,CoCrFeNiV,5,7.6,2.2136,0.1151,-8.96,13.38,AC,-,-,-,-,-,-,Im,10.3390/met9111172
Alloy 0493,(CoCrFeMnNi)99C1,6,7.96,5.0842,0.1582,-6.1206,13.71,AC,-,-,-,-,-,-,FCC_SS,10.1080/21663831.2019.1638844
Alloy 0494,(CoCrFeMnNi)99C1,6,7.96,5.0842,0.1582,-6.1206,13.71,PM,-,-,-,-,-,-,FCC_SS,10.1080/21663831.2019.1638844
Alloy 0495,(CoCrFeMnNi)99C1,6,7.96,5.0842,0.1582,-6.1206,13.71,PM,-,-,-,-,-,-,FCC_SS,10.1080/21663831.2019.1638844
Alloy 0496,Fe19.96Mn19.96Ni19.96Co19.96Cr19.96C0.2,6,7.99,3.705,0.1426,-4.5554,13.47,AC,-,-,-,-,-,-,FCC_SS,10.1016/j.actamat.2018.10.050
Alloy 0497,Fe19.96Mn19.96Ni19.96Co19.96Cr19.96C0.2,6,7.99,3.705,0.1426,-4.5554,13.47,AC,HW,1200,180,-,-,-,FCC_SS,10.1016/j.actamat.2018.10.050
Alloy 0498,Fe19.96Mn19.96Ni19.96Co19.96Cr19.96C0.2,6,7.99,3.705,0.1426,-4.5554,13.47,AC,HW,1200,180,900,3,-,FCC_SS,10.1016/j.actamat.2018.10.050
Alloy 0499,Fe19.96Mn19.96Ni19.96Co19.96Cr19.96C0.2,6,7.99,3.705,0.1426,-4.5554,13.47,AC,HW,1200,180,900,3,-,FCC_SS,10.1016/j.actamat.2018.10.050
Alloy 0500,Fe19.96Mn19.96Ni19.96Co19.96Cr19.96C0.5,6,7.98,4.2726,0.1487,-5.1424,13.58,AC,-,-,-,-,-,-,FCC_SS,10.1016/j.actamat.2018.10.050
Alloy 0501,Fe19.96Mn19.96Ni19.96Co19.96Cr19.96C0.5,6,7.98,4.2726,0.1487,-5.1424,13.58,AC,HW,1200,180,-,-,-,FCC_SS,10.1016/j.actamat.2018.10.050
